2026-05-26 06:39:01.089 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.493 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.494 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.494 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.494 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.495 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:03.989 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:04.205 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:05.231 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:06.253 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:06.577 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:06.577 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:06.578 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:06.580 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:06.580 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:06.580 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:06.581 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:07.019 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:07.272 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:08.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:09.324 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:09.642 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:09.642 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:09.643 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:09.643 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:09.644 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:09.644 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:09.644 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:10.033 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:10.358 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:11.387 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:12.415 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:12.705 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:12.706 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:12.707 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:12.709 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:12.711 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:12.712 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:12.712 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:13.052 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:13.418 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:14.429 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:15.455 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:15.781 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:15.783 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:15.784 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:15.785 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:15.786 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:15.786 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:15.787 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:16.074 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:16.474 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:17.493 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:18.504 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:18.803 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:18.804 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:18.804 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:18.805 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:18.805 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:18.806 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:18.821 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:19.099 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:19.504 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:20.531 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:21.564 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:21.841 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:21.842 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:21.843 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:21.858 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:21.859 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:21.859 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:21.859 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:22.124 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:22.585 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:23.601 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:24.634 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:24.913 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:24.914 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:24.914 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:24.915 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:24.915 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:24.915 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:24.916 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:25.154 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:25.655 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:26.683 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:27.714 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:27.967 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:27.968 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:27.970 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:27.970 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:27.971 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:27.971 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:27.971 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:28.161 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:28.734 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:29.756 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:30.768 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:31.032 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.032 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.033 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.033 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.034 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.034 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.034 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.172 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:31.783 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:32.799 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:33.817 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:34.099 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.100 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.100 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.101 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.102 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.102 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.102 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.204 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:34.831 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:35.859 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:36.879 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:37.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.163 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.164 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.179 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.181 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.182 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.182 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.220 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:37.892 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:38.923 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:39.952 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:40.218 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.219 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.219 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.220 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.220 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.221 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.221 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.237 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:40.980 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:41.978 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:43.011 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:43.270 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.271 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.271 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.271 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.272 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.272 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.273 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:43.277 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:44.045 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:45.075 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:46.105 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:46.349 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.353 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.353 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.354 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.355 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.356 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.356 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:46.358 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 08:36:47.115 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:48.132 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 08:36:49.155 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
